Name of University;Country;Continent;Exchange Program;Degree Level;Term Dates;Approximate Places Available;Requirements;University URL;Latitude;Longitude;Testimonials
Sungkyunkwan University;South Korea;Asia;Freemover;Bachelor/Master;;;;https://www.skku.edu/skku/index.do;126.9940459;37.58838;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Yonsei University;South Korea;Asia;Freemover;Bachelor/Master;;;;https://www.yonsei.ac.kr/en_sc/index.jsp;37.56658927;126.9393074;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Autonoma de Barcelona;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.uab.cat;41.50223046;2.103317155;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Autónoma de Madrid;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.uam.es/uam/inicio;40.63429757;-3.287867719;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University Carlos III of Madrid;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.uc3m.es;40.32371152;-3.707991447;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Complutense de Madrid;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.ucm.es;40.44553475;-3.730425201;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Cádiz;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.uca.es;36.68501422;-6.118192472;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Deusto;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.deusto.es/es/inicio;43.27133959;-2.939394368;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Granada;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.ugr.es;37.18390648;-3.600571737;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Salamanca;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.usal.es;40.96142669;-5.666249187;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad de Sevilla;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.us.es;37.3809028;-5.990651347;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Pontificia Comillas ICADE;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.comillas.edu/icade/facultad-de-derecho/;40.4295698;-3.711177627;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Barcelona;Spain;Europe;Freemover;Bachelor/Master;;;;https://web.ub.edu/en/home;41.38665936;2.163870767;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Vigo;Spain;Europe;Freemover;Bachelor/Master;;;;https://www.uvigo.gal/en;42.16961706;-8.683392982;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Chalmers University of Technology, Gothenburg;Sweden;Europe;Freemover;Bachelor/Master;;;;https://www.chalmers.se;57.68979906;11.97416834;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Stockholm University;Sweden;Europe;Freemover;Bachelor/Master;;;;https://www.su.se/cmlink/stockholm-university;59.36523215;18.05505047;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Umeå  University;Sweden;Europe;Freemover;Bachelor/Master;;;;https://www.umu.se;63.82020452;20.30544302;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
National Taiwan Normal University;Taiwan;Asia;Freemover;Bachelor/Master;;;;https://en.ntnu.edu.tw;25.0260711;121.527547;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Soochow University;Taiwan;Asia;Freemover;Bachelor/Master;;;;http://eng.suda.edu.cn;25.09453461;121.5454167;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Bangkok University International College;Thailand;Asia;Freemover;Bachelor/Master;;;;https://www.bu.ac.th/en/international-programs;14.03932067;100.6080233;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Mahidol University, Bangkok;Thailand;Asia;Freemover;Bachelor/Master;;;;https://mahidol.ac.th;13.79438673;100.3256455;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Mahidol University, International College, Nakhon Pathom;Thailand;Asia;Freemover;Bachelor/Master;;;;https://mahidol.ac.th;13.79274953;100.3260438;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Rangsit University;Thailand;Asia;Freemover;Bachelor/Master;;;;https://www.rsuip.org;13.96635597;100.5866368;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Istanbul Bilgi University;Turkey;Europe;Freemover;Bachelor/Master;;;;https://www.bilgi.edu.tr/tr/;41.0677305;28.94670852;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
City University London;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.city.ac.uk;51.52794558;-0.102463433;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Edinburgh Napier University;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.napier.ac.uk;55.91805679;-3.239389269;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
King's College;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.kcl.ac.uk;51.51148319;-0.115986775;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Kingston University London;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.kingston.ac.uk;51.40322627;-0.30348849;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
London Metropolitan University;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.londonmet.ac.uk;51.5525948;-0.111293467;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Middlesex University;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.mdx.ac.uk;51.58980449;-0.228715802;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Oxford Brookes University;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.brookes.ac.uk;51.75495301;-1.224217315;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Regent's University;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.regents.ac.uk;51.52597212;-0.15461245;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University College London;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.ucl.ac.uk;51.52454613;-0.134031442;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Aberdeen;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.abdn.ac.uk;57.16476084;57.16476084;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Bath;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.bath.ac.uk;51.37821241;-2.326402313;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Birmingham;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.birmingham.ac.uk;52.45081416;-1.930513541;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Cambridge;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.cam.ac.uk;52.20532739;0.113192555;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of East London;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://uel.ac.uk;51.50757986;0.06503961;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Essex;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.essex.ac.uk;51.87769927;0.947228763;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Hull;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.hull.ac.uk;53.77234131;-0.36675783;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Liverpool;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.liverpool.ac.uk;53.40482776;-2.965185;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Nottingham;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.nottingham.ac.uk;52.93878571;-1.198052059;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Oxford;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.ox.ac.uk;51.75493592;-1.253830361;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Southampton;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.southampton.ac.uk;50.93573031;-1.396629314;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of St. Andrews;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.st-andrews.ac.uk;56.34169573;-2.79428886;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Sussex;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.sussex.ac.uk;50.86769014;-0.087549806;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Westminster;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.westminster.ac.uk;51.51696654;-0.143165449;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of York;United Kingdom;Europe;Freemover;Bachelor/Master;;;;https://www.york.ac.uk;53.94610154;-1.051771766;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Boston University;USA;North America;Freemover;Bachelor/Master;;;;https://www.bu.edu;42.3504099;-71.1054178;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Brooklyn College;USA;North America;Freemover;Bachelor/Master;;;;https://www.brooklyn.edu;40.63084462;-73.951458;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
California State University, Chico;USA;North America;Freemover;Bachelor/Master;;;;https://www.csuchico.edu;39.72964052;-121.8479515;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
California State University, East Bay;USA;North America;Freemover;Bachelor/Master;;;;https://www.csueastbay.edu;37.65601248;-122.0561448;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
California State University, Fullerton;USA;North America;Freemover;Bachelor/Master;;;;https://www.fullerton.edu;33.88232787;-117.8851;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
California State University, Los Angeles;USA;North America;Freemover;Bachelor/Master;;;;https://www.calstatela.edu;34.06637178;-118.1684886;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
California State University, Monterey Bay;USA;North America;Freemover;Bachelor/Master;;;;https://csumb.edu;36.65369292;-121.798987;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
California State University, San Bernadino;USA;North America;Freemover;Bachelor/Master;;;;https://www.csusb.edu;34.18146961;-117.322912;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Columbia University, Columbia College;USA;North America;Freemover;Bachelor/Master;;;;https://www.columbia.edu;40.80751134;-73.96256585;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Fairleigh Dickinson University;USA;North America;Freemover;Bachelor/Master;;;;https://www.fdu.edu;40.89804751;-74.03027568;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Fitchburg State University;USA;North America;Freemover;Bachelor/Master;;;;https://www.fitchburgstate.edu;42.58991951;-71.78886985;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Fordham University;USA;North America;Freemover;Bachelor/Master;;;;https://www.fordham.edu;40.8614161;-73.88528783;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Georgetown University;USA;North America;Freemover;Bachelor/Master;;;;https://www.georgetown.edu;38.90758209;-77.07225233;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Georgia Institute of Technology;USA;North America;Freemover;Bachelor/Master;;;;https://www.gatech.edu;33.77561266;-84.39628475;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Harvard University;USA;North America;Freemover;Bachelor/Master;;;;https://www.harvard.edu;42.37443352;-71.1182614;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Hawaii Pacific University;USA;North America;Freemover;Bachelor/Master;;;;https://www.hpu.edu;21.30721263;-157.8619092;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Massachusetts Institute of Technology, Cambridge;USA;North America;Freemover;Bachelor/Master;;;;https://web.mit.edu;42.36002755;-71.09413855;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Michigan State University;USA;North America;Freemover;Bachelor/Master;;;;https://msu.edu;42.72482701;-84.47912358;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
San Diego State University;USA;North America;Freemover;Bachelor/Master;;;;https://www.sdsu.edu;32.77736765;-117.0714193;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
San Francisco State University;USA;North America;Freemover;Bachelor/Master;;;;https://www.sfsu.edu;37.72413897;-122.4799518;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Stanford University;USA;North America;Freemover;Bachelor/Master;;;;https://www.stanford.edu;37.42765443;-122.1700702;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Syracuse University;USA;North America;Freemover;Bachelor/Master;;;;https://www.syracuse.edu;43.03855631;-76.13368185;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Texas State University, Round Rock;USA;North America;Freemover;Bachelor/Master;;;;https://www.rrc.txst.edu;30.56826249;-97.65538558;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of California Berkeley;USA;North America;Freemover;Bachelor/Master;;;;https://www.berkeley.edu;37.87012771;-122.2594532;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of California Davis;USA;North America;Freemover;Bachelor/Master;;;;https://www.ucdavis.edu;38.53829092;-121.7617125;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of California Riverside;USA;North America;Freemover;Bachelor/Master;;;;https://www.ucr.edu;33.97366988;-117.3281073;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of California San Diego;USA;North America;Freemover;Bachelor/Master;;;;https://www.ucsd.edu;32.88114995;-117.2343069;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of California Santa Barbara;USA;North America;Freemover;Bachelor/Master;;;;https://www.ucsb.edu;34.41394205;-119.8489364;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of La Verne;USA;North America;Freemover;Bachelor/Master;;;;https://laverne.edu;34.10011915;-117.771545;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Massachusetts Boston;USA;North America;Freemover;Bachelor/Master;;;;https://www.umb.edu;42.3141595;-71.04195239;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Miami;USA;North America;Freemover;Bachelor/Master;;;;https://welcome.miami.edu;25.71737496;-80.27813227;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Notre Dame;USA;North America;Freemover;Bachelor/Master;;;;https://www.nd.edu;41.70504095;-86.2355339;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Pennsylvania;USA;North America;Freemover;Bachelor/Master;;;;https://www.upenn.edu;39.9522085;-75.19321526;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of San Diego;USA;North America;Freemover;Bachelor/Master;;;;https://www.sandiego.edu;32.77210668;-117.1888391;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Utah;USA;North America;Freemover;Bachelor/Master;;;;https://www.utah.edu;40.76487339;-111.842111;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
University of Wisconsin, Madison;USA;North America;Freemover;Bachelor/Master;;;;https://www.wisc.edu;43.07657943;-89.41249541;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Catolica Andres Bello;Venezuela;South America;Freemover;Bachelor/Master;;;;https://www.ucab.edu.ve;10.46412402;-66.97644521;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Universidad Central de Venezuela;Venezuela;South America;Freemover;Bachelor/Master;;;;http://www.ucv.ve;10.48994384;-66.89133177;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
Foreign Trade University;Vietnam;Asia;Freemover;Bachelor/Master;;;;http://ftu.edu.vn;21.02301716;105.8054574;https://registration.exchange.unisg.ch/mobility/MobilitySearchServlet?identifier=STGALL09&kz_bew_pers=S&kz_bew_art=OUT&sprache=en&showOnlyKzSearch=1&kz_search=G
